ja,n,jp,s,sc,madm,mev,mabs,nro,nmate,lm,nlm,h,sp
PH,,,,,6.07,,,,,,,"<b>LICEUL TEHNOLOGIC AGROMONTAN ""ROMEO CONSTANTINESCU"", ORAȘUL VĂLENII DE MUNTE</b><br/>Servicii/Liceal/Zi",<b>(217) Turism şi alimentaţie</b><br/>Limba română
PH,,,,,7.07,,,,,,,"<b>LICEUL TEHNOLOGIC DE SERVICII ""SFÂNTUL APOSTOL ANDREI"", MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(218) Comerţ</b><br/>Limba română
PH,,,,,6.57,,,,,,,"<b>LICEUL TEHNOLOGIC DE SERVICII ""SFÂNTUL APOSTOL ANDREI"", MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(219) Estetica şi igiena corpului omenesc</b><br/>Limba română
PH,,,,,6.92,,,,,,,"<b>LICEUL TEHNOLOGIC DE SERVICII ""SFÂNTUL APOSTOL ANDREI"", MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(220) Turism şi alimentaţie</b><br/>Limba română
PH,,,,,3.85,,,,,,,"<b>LICEUL TEHNOLOGIC DE TRANSPORTURI, MUNICIPIUL PLOIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(221) Electric</b><br/>Limba română
PH,,,,,4.22,,,,,,,"<b>LICEUL TEHNOLOGIC DE TRANSPORTURI, MUNICIPIUL PLOIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(222) Mecanică</b><br/>Limba română
PH,,,,,6.30,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(223) Electric</b><br/>Limba română
PH,,,,,6.87,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(224) Electromecanică</b><br/>Limba română
PH,,,,,7.20,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(225) Electronică automatizări</b><br/>Limba română
PH,,,,,7.57,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Umanist/Liceal/Zi",<b>(227) Filologie</b><br/>Limba română
PH,,,,,7.52,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Real/Liceal/Zi",<b>(228) Matematică-Informatică</b><br/>Limba română
PH,,,,,6.22,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Tehnic/Liceal/Zi",<b>(229) Mecanică</b><br/>Limba română
PH,,,,,7.40,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIEȘTI</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(230) Protecţia mediului</b><br/>Limba română
PH,,,,,6.20,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA</b><br/>Servicii/Liceal/Zi",<b>(231) Economic</b><br/>Limba română
PH,,,,,4.10,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA</b><br/>Tehnic/Liceal/Zi",<b>(232) Electric</b><br/>Limba română
PH,,,,,3.02,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA</b><br/>Tehnic/Liceal/Zi",<b>(233) Electronică automatizări</b><br/>Limba română
PH,,,,,3.90,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA</b><br/>Servicii/Liceal/Zi",<b>(234) Turism şi alimentaţie</b><br/>Limba română
PH,,,,,5.10,,,,,,,"<b>LICEUL TEHNOLOGIC ENERGETIC, MUNICIPIUL CÂMPINA</b><br/>Real/Liceal/Zi",<b>(235) Ştiinţe ale Naturii</b><br/>Limba română
PH,,,,,5.17,,,,,,,"<b>LICEUL TEORETIC ""AUREL VLAICU"", ORAȘUL BREAZA</b><br/>Umanist/Liceal/Zi",<b>(238) Filologie</b><br/>Limba română
PH,,,,,7.90,,,,,,,"<b>LICEUL TEORETIC ""AUREL VLAICU"", ORAȘUL BREAZA</b><br/>Real/Liceal/Zi",<b>(239) Matematică-Informatică</b><br/>Limba română
PH,,,,,4.37,,,,,,,"<b>LICEUL TEORETIC ""AUREL VLAICU"", ORAȘUL BREAZA</b><br/>Umanist/Liceal/Zi",<b>(240) Ştiinţe Sociale</b><br/>Limba română
PH,,,,,6.67,,,,,,,"<b>LICEUL TEORETIC ""BRÂNCOVEANU VODĂ"", ORAȘUL URLAȚI</b><br/>Umanist/Liceal/Zi",<b>(241) Filologie</b><br/>Limba română
PH,,,,,6.02,,,,,,,"<b>LICEUL TEORETIC ""BRÂNCOVEANU VODĂ"", ORAȘUL URLAȚI</b><br/>Real/Liceal/Zi",<b>(242) Matematică-Informatică</b><br/>Limba română
PH,,,,,7.02,,,,,,,"<b>LICEUL TEORETIC ""BRÂNCOVEANU VODĂ"", ORAȘUL URLAȚI</b><br/>Real/Liceal/Zi",<b>(243) Ştiinţe ale Naturii</b><br/>Limba română
PH,,,,,6.30,,,,,,,"<b>LICEUL TEORETIC ""GRIGORE TOCILESCU"", ORAȘUL MIZIL</b><br/>Umanist/Liceal/Zi",<b>(244) Filologie</b><br/>Limba română
PH,,,,,7.05,,,,,,,"<b>LICEUL TEORETIC ""GRIGORE TOCILESCU"", ORAȘUL MIZIL</b><br/>Real/Liceal/Zi",<b>(245) Matematică-Informatică</b><br/>Limba română
PH,,,,,5.30,,,,,,,"<b>LICEUL TEORETIC ""GRIGORE TOCILESCU"", ORAȘUL MIZIL</b><br/>Real/Liceal/Zi",<b>(246) Ştiinţe ale Naturii</b><br/>Limba română
PH,,,,,5.90,,,,,,,"<b>LICEUL TEORETIC ""GRIGORE TOCILESCU"", ORAȘUL MIZIL</b><br/>Umanist/Liceal/Zi",<b>(247) Ştiinţe Sociale</b><br/>Limba română
PH,,,,,4.77,,,,,,,"<b>LICEUL TEORETIC ""ȘERBAN VODĂ"", ORAȘUL SLĂNIC</b><br/>Servicii/Liceal/Zi",<b>(248) Economic</b><br/>Limba română
PH,,,,,4.17,,,,,,,"<b>LICEUL TEORETIC ""ȘERBAN VODĂ"", ORAȘUL SLĂNIC</b><br/>Umanist/Liceal/Zi",<b>(249) Filologie</b><br/>Limba română
PH,,,,,5.40,,,,,,,"<b>LICEUL TEORETIC ""ȘERBAN VODĂ"", ORAȘUL SLĂNIC</b><br/>Real/Liceal/Zi",<b>(250) Matematică-Informatică</b><br/>Limba română
PH,,,,,4.05,,,,,,,"<b>LICEUL TEORETIC, COMUNA FILIPEȘTII DE PĂDURE</b><br/>Umanist/Liceal/Zi",<b>(251) Filologie</b><br/>Limba română
PH,,,,,4.62,,,,,,,"<b>LICEUL TEORETIC, ORAȘUL AZUGA</b><br/>Real/Liceal/Zi",<b>(253) Ştiinţe ale Naturii</b><br/>Limba română
PH,,,,,3.20,,,,,,,"<b>LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"", MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(401) Estetica şi igiena corpului omenesc</b><br/>Limba română
PH,,,,,4.12,,,,,,,"<b>LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"", MUNICIPIUL PLOIEȘTI</b><br/>Servicii/Liceal/Zi",<b>(402) Turism şi alimentaţie</b><br/>Limba română
SM,,,,,6.10,,,,,,,"<b>COLEGIUL ECONOMIC ""GHEORGHE DRAGOȘ"" SATU MARE</b><br/>Servicii/Liceal/Zi",<b>(101) Comerţ</b><br/>Limba română
SM,,,,,6.55,,,,,,,"<b>COLEGIUL ECONOMIC ""GHEORGHE DRAGOȘ"" SATU MARE</b><br/>Servicii/Liceal/Zi",<b>(102) Economic</b><br/>Limba română
SM,,,,,6.25,,,,,,,"<b>COLEGIUL ECONOMIC ""GHEORGHE DRAGOȘ"" SATU MARE</b><br/>Servicii/Liceal/Zi",<b>(103) Turism şi alimentaţie</b><br/>Limba română
SM,,,,,8.07,,,,,,,"<b>COLEGIUL NAŢIONAL ""IOAN SLAVICI"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(104) Filologie</b><br/>Limba română
SM,,,,,8.37,,,,,,,"<b>COLEGIUL NAŢIONAL ""IOAN SLAVICI"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(105) Filologie</b><br/>Limba română
SM,,,,,9.27,,,,,,,"<b>COLEGIUL NAŢIONAL ""IOAN SLAVICI"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(106) Matematică-Informatică</b><br/>Limba română
SM,,,,,8.75,,,,,,,"<b>COLEGIUL NAŢIONAL ""IOAN SLAVICI"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(107) Matematică-Informatică</b><br/>Limba română
SM,,,,,8.90,,,,,,,"<b>COLEGIUL NAŢIONAL ""IOAN SLAVICI"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(109) Ştiinţe ale Naturii</b><br/>Limba română
SM,,,,,7.25,,,,,,,"<b>COLEGIUL NAŢIONAL ""IOAN SLAVICI"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(110) Ştiinţe Sociale</b><br/>Limba română
SM,,,,,6.92,,,,,,,"<b>COLEGIUL NAȚIONAL ""DOAMNA STANCA"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(111) Filologie</b><br/>Limba română
SM,,,,,7.10,,,,,,,"<b>COLEGIUL NAȚIONAL ""DOAMNA STANCA"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(112) Filologie</b><br/>Limba română
SM,,,,,7.87,,,,,,,"<b>COLEGIUL NAȚIONAL ""DOAMNA STANCA"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(113) Matematică-Informatică</b><br/>Limba română
SM,,,,,7.55,,,,,,,"<b>COLEGIUL NAȚIONAL ""DOAMNA STANCA"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(114) Ştiinţe ale Naturii</b><br/>Limba română
SM,,,,,7.02,,,,,,,"<b>COLEGIUL NAȚIONAL ""DOAMNA STANCA"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(115) Ştiinţe Sociale</b><br/>Limba română
SM,,,,,6.56,,,,,,,"<b>COLEGIUL NAȚIONAL ""KOLCSEY FERENC"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(117) Matematică-Informatică</b><br/>Limba maghiară
SM,,,,,6.91,,,,,,,"<b>COLEGIUL NAȚIONAL ""KOLCSEY FERENC"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(119) Ştiinţe ale Naturii</b><br/>Limba maghiară
SM,,,,,5.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""KOLCSEY FERENC"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(120) Ştiinţe Sociale</b><br/>Limba maghiară
SM,,,,,7.13,,,,,,,"<b>COLEGIUL NAȚIONAL ""KOLCSEY FERENC"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(121) Ştiinţe Sociale</b><br/>Limba maghiară
SM,,,,,6.11,,,,,,,"<b>COLEGIUL NAȚIONAL ""KOLCSEY FERENC"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(122) Ştiinţe Sociale</b><br/>Limba maghiară
SM,,,,,7.50,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(123) Filologie</b><br/>Limba română
SM,,,,,8.60,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(124) Matematică-Informatică</b><br/>Limba română
SM,,,,,8.25,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(125) Ştiinţe ale Naturii</b><br/>Limba română
SM,,,,,8.55,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(126) Ştiinţe ale Naturii</b><br/>Limba română
SM,,,,,6.95,,,,,,,"<b>COLEGIUL NAȚIONAL ""MIHAI EMINESCU"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(127) Ştiinţe Sociale</b><br/>Limba română
SM,,,,,5.40,,,,,,,<b>LICEUL REFORMAT SATU MARE</b><br/>Servicii/Liceal/Zi,<b>(134) Economic</b><br/>Limba maghiară
SM,,,,,5.63,,,,,,,<b>LICEUL REFORMAT SATU MARE</b><br/>Umanist/Liceal/Zi,<b>(135) Filologie</b><br/>Limba maghiară
SM,,,,,5.36,,,,,,,<b>LICEUL REFORMAT SATU MARE</b><br/>Real/Liceal/Zi,<b>(136) Matematică-Informatică</b><br/>Limba maghiară
SM,,,,,5.35,,,,,,,<b>LICEUL REFORMAT SATU MARE</b><br/>Real/Liceal/Zi,<b>(138) Ştiinţe ale Naturii</b><br/>Limba maghiară
SM,,,,,4.50,,,,,,,"<b>LICEUL ROMANO-CATOLIC ""JOSEPHUS CALASANTIUS"" CAREI</b><br/>Servicii/Liceal/Zi",<b>(139) Comerţ</b><br/>Limba maghiară
SM,,,,,3.85,,,,,,,"<b>LICEUL ROMANO-CATOLIC ""JOSEPHUS CALASANTIUS"" CAREI</b><br/>Servicii/Liceal/Zi",<b>(141) Turism şi alimentaţie</b><br/>Limba maghiară
SM,,,,,4.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" TURȚ</b><br/>Tehnic/Liceal/Zi",<b>(142) Industrie textilă şi pielărie</b><br/>Limba română
SM,,,,,4.70,,,,,,,"<b>LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" TURȚ</b><br/>Tehnic/Liceal/Zi",<b>(143) Mecanică</b><br/>Limba română
SM,,,,,2.98,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" SATU MARE</b><br/>Tehnic/Liceal/Zi",<b>(144) Fabricarea produselor din lemn</b><br/>Limba maghiară
SM,,,,,5.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" SATU MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(145) Protecţia mediului</b><br/>Limba română
SM,,,,,4.60,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELISA ZAMFIRESCU"" SATU MARE</b><br/>Servicii/Liceal/Zi",<b>(146) Estetica şi igiena corpului omenesc</b><br/>Limba română
SM,,,,,3.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""ELISA ZAMFIRESCU"" SATU MARE</b><br/>Tehnic/Liceal/Zi",<b>(147) Industrie textilă şi pielărie</b><br/>Limba română
SM,,,,,3.42,,,,,,,"<b>LICEUL TEHNOLOGIC ""GEORGE BARIȚIU"" LIVADA</b><br/>Servicii/Liceal/Zi",<b>(149) Economic</b><br/>Limba română
SM,,,,,5.17,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION I. C. BRĂTIANU"" SATU MARE</b><br/>Tehnic/Liceal/Zi",<b>(151) Electric</b><br/>Limba română
SM,,,,,4.37,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION I. C. BRĂTIANU"" SATU MARE</b><br/>Tehnic/Liceal/Zi",<b>(152) Electronică automatizări</b><br/>Limba română
SM,,,,,4.32,,,,,,,"<b>LICEUL TEHNOLOGIC ""ION I. C. BRĂTIANU"" SATU MARE</b><br/>Tehnic/Liceal/Zi",<b>(153) Mecanică</b><br/>Limba română
SM,,,,,5.12,,,,,,,"<b>LICEUL TEHNOLOGIC ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ</b><br/>Servicii/Liceal/Zi",<b>(154) Economic</b><br/>Limba română
SM,,,,,4.20,,,,,,,"<b>LICEUL TEHNOLOGIC ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ</b><br/>Tehnic/Liceal/Zi",<b>(155) Electronică automatizări</b><br/>Limba română
SM,,,,,4.07,,,,,,,"<b>LICEUL TEHNOLOGIC ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(156) Protecţia mediului</b><br/>Limba română
SM,,,,,3.92,,,,,,,"<b>LICEUL TEHNOLOGIC ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ</b><br/>Servicii/Liceal/Zi",<b>(157) Turism şi alimentaţie</b><br/>Limba română
SM,,,,,3.75,,,,,,,"<b>LICEUL TEHNOLOGIC ""IULIU MANIU"" CAREI</b><br/>Servicii/Liceal/Zi",<b>(159) Comerţ</b><br/>Limba română
SM,,,,,4.40,,,,,,,"<b>LICEUL TEHNOLOGIC ""IULIU MANIU"" CAREI</b><br/>Tehnic/Liceal/Zi",<b>(160) Mecanică</b><br/>Limba română
SM,,,,,3.95,,,,,,,"<b>LICEUL TEHNOLOGIC ""IULIU MANIU"" CAREI</b><br/>Servicii/Liceal/Zi",<b>(161) Turism şi alimentaţie</b><br/>Limba română
SM,,,,,4.42,,,,,,,"<b>LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ""GEORGE EMIL PALADE"" SATU MARE</b><br/>Tehnic/Liceal/Zi",<b>(163) Electronică automatizări</b><br/>Limba română
SM,,,,,4.45,,,,,,,"<b>LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ""GEORGE EMIL PALADE"" SATU MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(164) Industrie alimentară</b><br/>Limba română
SM,,,,,2.45,,,,,,,<b>LICEUL TEHNOLOGIC TARNA MARE</b><br/>Resurse naturale și protecția mediului/Liceal/Zi,<b>(165) Agricultură</b><br/>Limba română
SM,,,,,3.83,,,,,,,<b>LICEUL TEHNOLOGIC TĂȘNAD</b><br/>Servicii/Liceal/Zi,<b>(166) Economic</b><br/>Limba maghiară
SM,,,,,4.42,,,,,,,<b>LICEUL TEHNOLOGIC TĂȘNAD</b><br/>Umanist/Liceal/Zi,<b>(167) Filologie</b><br/>Limba română
SM,,,,,6.42,,,,,,,"<b>LICEUL TEOLOGIC ORTODOX ""NICOLAE STEINHARDT"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(169) Filologie</b><br/>Limba română
SM,,,,,5.50,,,,,,,"<b>LICEUL TEOLOGIC ROMANO-CATOLIC ""HAM JANOS"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(172) Matematică-Informatică</b><br/>Limba maghiară
SM,,,,,7.48,,,,,,,"<b>LICEUL TEOLOGIC ROMANO-CATOLIC ""HAM JANOS"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(173) Ştiinţe ale Naturii</b><br/>Limba maghiară
SM,,,,,5.13,,,,,,,<b>LICEUL TEORETIC CAREI</b><br/>Umanist/Liceal/Zi,<b>(174) Filologie</b><br/>Limba maghiară
SM,,,,,6.10,,,,,,,<b>LICEUL TEORETIC CAREI</b><br/>Umanist/Liceal/Zi,<b>(175) Filologie</b><br/>Limba română
SM,,,,,6.35,,,,,,,<b>LICEUL TEORETIC CAREI</b><br/>Real/Liceal/Zi,<b>(176) Matematică-Informatică</b><br/>Limba maghiară
SM,,,,,5.92,,,,,,,<b>LICEUL TEORETIC CAREI</b><br/>Real/Liceal/Zi,<b>(177) Matematică-Informatică</b><br/>Limba română
SM,,,,,6.53,,,,,,,<b>LICEUL TEORETIC CAREI</b><br/>Real/Liceal/Zi,<b>(178) Ştiinţe ale Naturii</b><br/>Limba maghiară
SM,,,,,7.47,,,,,,,<b>LICEUL TEORETIC CAREI</b><br/>Real/Liceal/Zi,<b>(179) Ştiinţe ale Naturii</b><br/>Limba română
SM,,,,,6.63,,,,,,,"<b>LICEUL TEORETIC GERMAN ""JOHANN ETTINGER"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(180) Filologie</b><br/>Limba germană
SM,,,,,6.36,,,,,,,"<b>LICEUL TEORETIC GERMAN ""JOHANN ETTINGER"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(181) Matematică-Informatică</b><br/>Limba germană
SM,,,,,5.70,,,,,,,"<b>LICEUL TEORETIC GERMAN ""JOHANN ETTINGER"" SATU MARE</b><br/>Real/Liceal/Zi",<b>(182) Matematică-Informatică</b><br/>Limba germană
SM,,,,,6.20,,,,,,,<b>LICEUL TEORETIC NEGREȘTI OAȘ</b><br/>Umanist/Liceal/Zi,<b>(183) Filologie</b><br/>Limba română
SM,,,,,6.35,,,,,,,<b>LICEUL TEORETIC NEGREȘTI OAȘ</b><br/>Real/Liceal/Zi,<b>(184) Matematică-Informatică</b><br/>Limba română
SM,,,,,5.65,,,,,,,<b>LICEUL TEORETIC NEGREȘTI OAȘ</b><br/>Real/Liceal/Zi,<b>(185) Ştiinţe ale Naturii</b><br/>Limba română
SM,,,,,5.05,,,,,,,"<b>LICEUL TEORETIC ""GEORGE POP DE BĂSEȘTI"" SATU MARE</b><br/>Umanist/Liceal/Zi",<b>(300) Filologie</b><br/>Limba română
SJ,,,,,8.52,,,,,,,"<b>COLEGIUL NAȚIONAL ""SILVANIA"" ZALĂU</b><br/>Umanist/Liceal/Zi",<b>(101) Filologie</b><br/>Limba română
SJ,,,,,6.98,,,,,,,"<b>COLEGIUL NAȚIONAL ""SILVANIA"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(102) Matematică-Informatică</b><br/>Limba maghiară
SJ,,,,,8.85,,,,,,,"<b>COLEGIUL NAȚIONAL ""SILVANIA"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(103) Matematică-Informatică</b><br/>Limba română
SJ,,,,,8.37,,,,,,,"<b>COLEGIUL NAȚIONAL ""SILVANIA"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(104) Matematică-Informatică</b><br/>Limba română
SJ,,,,,7.63,,,,,,,"<b>COLEGIUL NAȚIONAL ""SILVANIA"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(105) Ştiinţe ale Naturii</b><br/>Limba maghiară
SJ,,,,,8.70,,,,,,,"<b>COLEGIUL NAȚIONAL ""SILVANIA"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(106) Ştiinţe ale Naturii</b><br/>Limba română
SJ,,,,,6.87,,,,,,,"<b>COLEGIUL NAȚIONAL ""SIMION BĂRNUȚIU"" ȘIMLEU SILVANIEI</b><br/>Servicii/Liceal/Zi",<b>(107) Economic</b><br/>Limba română
SJ,,,,,5.58,,,,,,,"<b>COLEGIUL NAȚIONAL ""SIMION BĂRNUȚIU"" ȘIMLEU SILVANIEI</b><br/>Umanist/Liceal/Zi",<b>(108) Filologie</b><br/>Limba maghiară
SJ,,,,,6.70,,,,,,,"<b>COLEGIUL NAȚIONAL ""SIMION BĂRNUȚIU"" ȘIMLEU SILVANIEI</b><br/>Umanist/Liceal/Zi",<b>(109) Filologie</b><br/>Limba română
SJ,,,,,6.98,,,,,,,"<b>COLEGIUL NAȚIONAL ""SIMION BĂRNUȚIU"" ȘIMLEU SILVANIEI</b><br/>Real/Liceal/Zi",<b>(110) Matematică-Informatică</b><br/>Limba maghiară
SJ,,,,,7.77,,,,,,,"<b>COLEGIUL NAȚIONAL ""SIMION BĂRNUȚIU"" ȘIMLEU SILVANIEI</b><br/>Real/Liceal/Zi",<b>(111) Matematică-Informatică</b><br/>Limba română
SJ,,,,,6.15,,,,,,,"<b>COLEGIUL NAȚIONAL ""SIMION BĂRNUȚIU"" ȘIMLEU SILVANIEI</b><br/>Real/Liceal/Zi",<b>(112) Ştiinţe ale Naturii</b><br/>Limba română
SJ,,,,,6.70,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Servicii/Liceal/Zi",<b>(113) Comerţ</b><br/>Limba română
SJ,,,,,7.40,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Servicii/Liceal/Zi",<b>(114) Economic</b><br/>Limba română
SJ,,,,,6.70,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Tehnic/Liceal/Zi",<b>(115) Electric</b><br/>Limba română
SJ,,,,,6.27,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Tehnic/Liceal/Zi",<b>(116) Electromecanică</b><br/>Limba română
SJ,,,,,7.15,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Tehnic/Liceal/Zi",<b>(117) Electronică automatizări</b><br/>Limba română
SJ,,,,,8.10,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(118) Matematică-Informatică</b><br/>Limba română
SJ,,,,,5.97,,,,,,,"<b>COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU</b><br/>Tehnic/Liceal/Zi",<b>(119) Mecanică</b><br/>Limba română
SJ,,,,,4.30,,,,,,,"<b>COLEGIUL TEHNIC ""IULIU MANIU"" ȘIMLEU SILVANIEI</b><br/>Servicii/Liceal/Zi",<b>(120) Economic</b><br/>Limba română
SJ,,,,,3.01,,,,,,,"<b>COLEGIUL TEHNIC ""IULIU MANIU"" ȘIMLEU SILVANIEI</b><br/>Tehnic/Liceal/Zi",<b>(121) Electronică automatizări</b><br/>Limba maghiară
SJ,,,,,3.97,,,,,,,"<b>COLEGIUL TEHNIC ""IULIU MANIU"" ȘIMLEU SILVANIEI</b><br/>Tehnic/Liceal/Zi",<b>(122) Electronică automatizări</b><br/>Limba română
SJ,,,,,7.11,,,,,,,"<b>LICEUL PEDAGOGIC ""GHEORGHE ȘINCAI"" ZALĂU</b><br/>Umanist/Liceal/Zi",<b>(128) Filologie</b><br/>Limba maghiară
SJ,,,,,7.30,,,,,,,"<b>LICEUL PEDAGOGIC ""GHEORGHE ȘINCAI"" ZALĂU</b><br/>Umanist/Liceal/Zi",<b>(129) Filologie</b><br/>Limba română
SJ,,,,,7.07,,,,,,,"<b>LICEUL PEDAGOGIC ""GHEORGHE ȘINCAI"" ZALĂU</b><br/>Umanist/Liceal/Zi",<b>(131) Ştiinţe Sociale</b><br/>Limba română
SJ,,,,,5.38,,,,,,,"<b>LICEUL REFORMAT ""WESSELENYI"" ZALĂU</b><br/>Real/Liceal/Zi",<b>(132) Matematică-Informatică</b><br/>Limba maghiară
SJ,,,,,2.72,,,,,,,"<b>LICEUL TEHNOLOGIC ""CSEREY-GOGA"" CRASNA</b><br/>Resurse naturale și protecția mediului/Liceal/Zi",<b>(134) Protecţia mediului</b><br/>Limba română
SJ,,,,,3.96,,,,,,,"<b>LICEUL TEHNOLOGIC ""CSEREY-GOGA"" CRASNA</b><br/>Real/Liceal/Zi",<b>(135) Ştiinţe ale Naturii</b><br/>Limba maghiară
SJ,,,,,1.67,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE POP DE BĂSEȘTI"" CEHU SILVANIEI</b><br/>Tehnic/Liceal/Zi",<b>(136) Electronică automatizări</b><br/>Limba română
SJ,,,,,1.80,,,,,,,"<b>LICEUL TEHNOLOGIC ""GHEORGHE POP DE BĂSEȘTI"" CEHU SILVANIEI</b><br/>Tehnic/Liceal/Zi",<b>(137) Fabricarea produselor din lemn</b><br/>Limba română
